"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17"
"COPZ2",6.02900551528436,5.64426514420752,5.55130045023746,5.85127348748469,5.47478057550461,5.52260496348766,5.91995315912425,5.44303846005742,5.80745532193135,5.48013129677835,5.06704395558433,5.34597055643409,5.67138520151607,5.70563522425202,5.80166493808854,5.51841630312966,5.63659786609965
"PRKAR2B",9.62935176919968,9.45083291013377,9.56162461083984,10.1251055382201,11.5739883897855,9.50892534348737,9.65054436553437,9.77301130787763,10.1247205145018,9.4172741964541,9.87757162989169,9.95183207955381,9.52445319348969,9.3615102767976,10.9362114654424,10.8599010687237,11.2396361017231
"MSL3",10.8179546182401,10.960218547411,10.7886753670309,10.6466912814561,10.9031687190355,11.1542379827316,11.2118502829604,11.2854244707522,10.7319635247537,10.9096280844974,11.0092772435702,10.7707985841128,10.7843610952118,10.9439510542978,10.9729360645559,10.7734615096059,10.7610095955216
"CREBBP",10.798358966372,11.3014481209731,11.0638058501494,11.1760693768104,11.112344395353,10.4981826133619,10.9801657415897,11.7769825425393,11.7875664496955,11.0932676596035,11.9010894859368,11.146049185572,10.8993302421457,11.527687199919,10.9436315632127,11.3750464614647,10.9073680897375
"TSPOAP1",8.58868358570103,9.14009269256723,9.16731358335188,9.84617149658252,8.83944328304887,8.60738755113946,8.40799580348406,7.98412550100997,9.03637635346845,8.43384873549265,8.48399868844445,8.67461390742945,8.84126310187166,9.57205746699474,8.29190752124767,8.83557541775034,8.28820077907032
"MPO",6.13840846186967,6.65198111607599,7.08523841256483,6.12637524772886,6.23431024280002,6.18566563127691,6.21674450118323,7.37957238356267,6.73516135544444,6.29960066933197,6.71667716503893,6.17755040692258,5.88546314294635,6.45431653224235,7.718048678392,6.60147245672824,6.04402269520771
"PON1",3.96838625440929,4.30856270571816,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,4.22627240590238,3.96838625440929,3.96838625440929,3.96838625440929
"GCFC2",8.29005073916427,7.74582837917232,7.75482747857023,7.90513517966791,8.12816532674417,8.30551790143851,8.37731075633269,7.39249990541585,7.6564870289153,7.87601385127634,7.8396574952421,8.2605637681223,8.1902676790005,8.12239849742004,7.81418038113569,7.96693237623113,8.07189999351772
"WDR54",8.14201675863876,7.98466038364493,8.16056256562424,8.17906918302914,8.0281620461981,7.98588322956389,7.91112183127717,7.86915445693253,7.86031541006822,8.07231949808728,7.50115216425513,8.19031557462851,8.17034474904708,7.94813341152625,7.91295236326405,7.96693237623113,8.1924033904801
"CROT",7.90515553416022,7.75759566601479,7.94169247703392,7.8621241348332,7.8395795176675,8.0103679561866,7.72001095263171,7.27167090567248,7.54249288130027,7.64839860708481,7.82450997753484,7.91061020500479,7.81979131450618,7.99728458266459,7.80485322933712,7.71604544283136,7.6095170783468
"ABCB4",6.56167725283577,6.72702495725102,6.11684803594209,6.69235024740192,7.28595993466702,6.99077887860894,6.49846873958746,6.29844325762244,6.82779921664623,7.05492649212299,6.74968278747517,6.54953186802962,6.37099135774902,7.50308739603931,6.45429330517422,5.7210370674364,6.60318894013184
